Segment,Country,Product,Discount Band,Units Sold,Manufacturing Price,Sale Price,Gross Sales,Discounts,Sales,COGS,Profit,Date,Month Number,Month Name,Year
Government,Canada, Montana , Medium ,"$2,649.63",$1.88,$24.45,"$44,099.16",$-,"$47,356.76","$17,726.92","$26,219.35",04/01/2015,12,November,2014
Small Business,Canada, VTT , Medium ,"$2,678.56",$1.44,$76.36,"$51,902.48","$2,140.12","$37,443.56","$27,628.45","$7,764.10",10/01/2015,8,November,2015
Enterprise,Canada, Paseo , None ,"$2,590.51",$7.28,$70.36,"$43,901.40","$4,260.97","$58,972.99","$20,142.03","$3,262.14",01/01/2014,3,September,2015
Midmarket,Canada, Amarilla , None ,"$1,027.49",$2.41,$82.74,"$10,910.74",$418.07,"$23,966.31","$28,966.25","$10,315.66",12/01/2015,7,March,2015
Enterprise,United States of America, VTT , Medium ,$970.98,$2.22,$13.57,"$14,040.71",$-,"$38,455.68","$22,622.76","$8,104.55",12/01/2014,2,March,2013
Government,Germany, Velo , None ,"$2,771.70",$5.39,$83.64,"$21,797.17","$4,189.35","$31,883.38","$18,113.11","$5,046.85",08/01/2015,10,September,2013
Government,United States of America, Amarilla , None ,"$2,649.71",$5.09,$69.69,"$15,107.32",$-,"$32,884.71","$5,581.48","$29,474.66",10/01/2014,6,April,2014
Small Business,Germany, VTT , Medium ,"$1,122.56",$9.10,$88.12,"$45,990.41","$3,283.76","$11,241.73","$9,068.20","$6,909.97",09/01/2015,5,February,2014
Government,Mexico, VTT , High ,"$1,443.06",$5.59,$77.34,"$56,199.36",$-,"$10,502.08","$8,283.99","$2,116.17",09/01/2014,5,July,2014
Channel Partners,Mexico, Velo , High ,"$1,374.87",$2.80,$93.75,"$44,371.24",$-,"$40,188.18","$23,500.17","$18,677.27",07/01/2013,11,March,2014
Channel Partners,Canada, Amarilla , Medium ,"$1,684.38",$4.81,$30.88,"$37,635.55",$-,"$14,885.90","$19,406.28","$23,994.24",02/01/2013,12,April,2015
Midmarket,Canada, VTT , Low ,"$1,153.95",$7.43,$66.46,"$28,100.51","$4,822.87","$58,623.96","$19,760.68","$20,149.32",06/01/2015,1,November,2013
Midmarket,Germany, VTT , High ,"$1,495.56",$1.13,$49.64,"$26,429.40",$-,"$45,038.42","$21,956.19","$15,551.45",08/01/2013,5,June,2014
Government,United States of America, Paseo , Low ,"$1,480.53",$3.95,$59.50,"$13,516.77","$1,188.70","$14,231.62","$24,222.75","$12,906.17",01/01/2015,6,February,2015
Enterprise,United States of America, VTT , Medium ,"$2,825.19",$8.70,$91.87,"$22,046.71",$-,"$59,628.20","$15,745.75","$23,941.83",08/01/2013,7,April,2015
Small Business,Germany, VTT , Low ,"$2,505.08",$6.06,$44.52,"$29,661.35",$-,"$31,963.42","$15,602.91","$13,483.77",10/01/2013,2,December,2015
Midmarket,France, Montana , Medium ,"$1,992.77",$7.59,$80.57,"$20,718.22",$-,"$42,150.35","$27,731.30","$12,763.83",04/01/2014,9,August,2014
Enterprise,Mexico, VTT , Medium ,"$2,068.49",$9.29,$64.18,"$29,856.43","$1,753.83","$41,983.32","$11,998.48","$5,321.36",12/01/2013,11,December,2013
Small Business,Canada, VTT , Medium ,"$2,684.38",$9.34,$22.86,"$29,182.80",$-,"$24,117.19","$7,369.86","$11,435.84",04/01/2014,7,April,2014
Midmarket,Mexico, Carretera , Medium ,$732.05,$3.75,$14.88,"$38,294.43",$-,"$27,387.00","$24,583.46","$20,630.88",05/01/2015,10,September,2015
Enterprise,Mexico, Amarilla , High ,"$2,891.12",$7.67,$33.37,"$58,319.06","$2,298.16","$20,422.13","$19,846.18","$20,119.56",10/01/2013,2,April,2015
Enterprise,Canada, Montana , High ,"$2,247.76",$6.16,$37.19,"$52,713.90",$-,"$33,239.79","$24,727.18","$12,123.27",06/01/2014,3,July,2013
Small Business,Canada, Montana , None ,$757.93,$2.49,$19.24,"$24,440.55","$1,664.00","$18,581.12","$13,553.48","$21,519.59",02/01/2014,3,June,2014
Small Business,Canada, VTT , Medium ,"$1,742.71",$6.24,$38.56,"$21,366.38","$4,870.18","$18,650.41","$17,669.16","$29,586.41",07/01/2013,11,June,2013
Channel Partners,Canada, Carretera , High ,"$2,024.29",$9.40,$34.39,"$48,150.36","$4,963.21","$23,634.50","$20,698.89","$5,886.38",01/01/2013,2,July,2014
Channel Partners,Canada, Velo , Low ,"$1,786.25",$1.98,$47.92,"$31,186.55",$-,"$38,957.25","$28,581.41","$21,524.62",09/01/2015,3,April,2015
Channel Partners,France, Carretera , None ,"$2,967.60",$6.16,$89.75,"$49,885.87",$-,"$33,843.48","$12,077.68","$16,289.84",02/01/2015,5,January,2015
Midmarket,Canada, Amarilla , High ,"$2,724.91",$7.08,$40.44,"$21,374.41","$1,476.38","$48,031.75","$17,349.16","$15,527.55",05/01/2013,7,March,2014
Midmarket,United States of America, Velo , High ,"$2,394.57",$9.32,$50.41,"$16,826.13","$4,551.04","$33,474.46","$21,696.12","$28,698.89",05/01/2014,4,August,2014
Government,Germany, VTT , None ,"$1,775.03",$5.02,$81.84,"$59,114.33",$-,"$50,072.23","$8,425.01","$17,834.64",06/01/2013,1,February,2013
Government,Mexico, Paseo , High ,"$1,120.44",$5.70,$96.68,"$11,435.71",$-,"$38,083.80","$28,700.09","$18,234.02",05/01/2014,7,March,2013
Midmarket,Germany, Carretera , High ,"$1,380.85",$1.02,$68.23,"$59,823.48","$2,275.23","$38,245.38","$11,057.22","$22,451.62",08/01/2013,12,December,2014
Midmarket,Mexico, Carretera , Low ,"$1,535.33",$4.28,$45.81,"$28,438.86",$-,"$56,748.03","$8,509.50","$11,071.43",11/01/2013,2,October,2014
Channel Partners,Canada, Paseo , Low ,"$1,675.69",$5.88,$41.41,"$41,837.05",$-,"$13,949.98","$29,135.38","$20,481.74",11/01/2014,5,June,2013
Channel Partners,France, VTT , None ,"$1,149.85",$7.87,$13.28,"$56,386.59","$4,744.46","$44,754.76","$9,194.81","$9,021.14",09/01/2015,11,August,2013
Government,France, Carretera , None ,$799.15,$3.25,$25.82,"$19,954.49",$-,"$48,568.91","$15,796.57","$12,176.19",02/01/2015,10,May,2015
Government,United States of America, VTT , High ,"$1,494.30",$3.57,$29.09,"$41,955.85","$2,693.82","$19,592.53","$16,491.08","$9,963.49",07/01/2015,5,September,2015
Midmarket,Mexico, Paseo , Medium ,"$1,338.46",$4.25,$75.38,"$44,265.35",$-,"$22,275.42","$6,412.31","$26,480.27",08/01/2015,10,September,2015
Government,Germany, Velo , Medium ,"$2,167.12",$2.65,$25.29,"$41,598.39",$-,"$41,941.78","$25,284.79","$21,282.86",06/01/2015,2,March,2014
Small Business,Germany, Carretera , Medium ,"$1,147.22",$9.85,$33.18,"$55,497.02","$4,169.78","$28,013.35","$23,154.90","$5,294.33",02/01/2015,12,May,2015
Channel Partners,Canada, VTT , Medium ,"$1,565.92",$3.71,$15.46,"$13,670.51","$3,953.95","$24,369.61","$13,848.92","$20,025.32",09/01/2015,5,December,2013
Enterprise,France, Amarilla , High ,"$2,857.72",$6.86,$90.78,"$22,989.87","$3,506.51","$39,571.76","$25,832.11","$8,278.25",07/01/2015,9,January,2015
Channel Partners,Canada, Carretera , Medium ,"$1,677.98",$3.08,$60.74,"$27,748.72",$-,"$14,176.75","$5,481.09","$1,619.72",03/01/2013,3,June,2015
Midmarket,Canada, Paseo , Medium ,"$2,415.14",$7.42,$13.47,"$13,697.18","$3,951.08","$18,188.25","$7,171.80","$17,963.47",06/01/2015,5,May,2013
Enterprise,Canada, VTT , None ,"$2,499.66",$1.49,$50.75,"$54,570.18",$-,"$33,505.14","$6,672.63","$11,405.98",05/01/2013,1,December,2013
Enterprise,Mexico, VTT , High ,"$2,085.04",$2.08,$87.43,"$27,230.55",$-,"$20,318.33","$7,936.45","$28,138.47",03/01/2013,12,March,2014
Channel Partners,Mexico, Amarilla , Medium ,"$2,758.14",$1.27,$68.91,"$46,258.96","$1,759.10","$52,150.60","$28,934.26","$25,394.74",05/01/2013,3,August,2014
Midmarket,France, VTT , Low ,$671.67,$6.41,$46.75,"$25,386.40",$-,"$42,636.60","$21,783.73","$16,449.22",12/01/2015,6,June,2013
Midmarket,France, Amarilla , None ,$576.95,$8.80,$61.68,"$31,884.65",$-,"$14,502.03","$16,007.17","$10,782.36",12/01/2015,3,June,2014
Channel Partners,United States of America, Velo , High ,"$2,347.99",$3.66,$75.09,"$26,697.51",$833.79,"$58,335.92","$29,446.11","$28,846.11",10/01/2014,2,January,2013
Enterprise,France, Amarilla , High ,"$1,061.92",$5.76,$21.85,"$28,273.52","$1,210.14","$45,023.65","$24,740.40","$2,123.94",11/01/2015,8,November,2013
Channel Partners,Mexico, Carretera , High ,$862.56,$9.26,$55.82,"$44,828.80",$-,"$29,107.66","$24,011.47","$28,099.19",08/01/2015,8,June,2015
Enterprise,France, VTT , None ,"$1,496.07",$3.69,$76.53,"$39,634.84","$2,468.93","$47,005.28","$29,542.51","$10,090.88",09/01/2013,6,August,2015
Enterprise,Mexico, Velo , Low ,"$2,977.56",$9.18,$10.18,"$12,789.71",$-,"$40,133.13","$27,323.86","$8,930.03",09/01/2013,10,August,2014
Enterprise,Mexico, Velo , Low ,"$1,297.64",$8.16,$35.42,"$18,796.28",$-,"$12,835.53","$10,436.58","$19,380.47",11/01/2014,11,March,2015
Small Business,Germany, Velo , High ,"$1,593.39",$7.99,$32.30,"$24,357.72","$3,595.30","$33,326.89","$29,862.94","$20,105.46",02/01/2013,5,November,2015
Midmarket,United States of America, Velo , Low ,"$2,315.23",$8.13,$45.38,"$52,041.03","$2,308.28","$47,287.58","$6,261.61","$20,670.47",06/01/2013,7,February,2015
Channel Partners,Canada, Velo , Low ,"$2,509.92",$8.31,$27.96,"$27,768.63",$-,"$37,888.52","$14,763.99","$3,623.27",06/01/2014,9,May,2015
Midmarket,France, Velo , None ,"$2,608.10",$5.85,$86.95,"$15,439.88",$-,"$29,224.03","$14,189.41","$26,251.57",12/01/2014,9,February,2015
Government,Mexico, Velo , High ,$706.20,$2.85,$19.63,"$51,432.11","$4,067.20","$58,455.00","$10,368.18","$25,985.53",01/01/2015,3,November,2014
Small Business,France, Montana , None ,"$1,137.42",$7.63,$26.85,"$36,501.40","$1,752.83","$44,315.90","$25,054.30","$24,423.36",07/01/2015,7,June,2015
Government,France, Carretera , High ,"$2,852.26",$5.85,$56.88,"$46,440.84",$-,"$27,719.21","$7,094.29","$12,749.65",08/01/2015,12,May,2013
Midmarket,United States of America, Montana , Medium ,"$1,727.89",$8.53,$36.15,"$42,735.59",$140.10,"$52,608.62","$5,672.64","$26,104.51",02/01/2014,1,October,2013
Enterprise,Mexico, VTT , High ,"$1,625.45",$9.37,$74.91,"$31,885.47",$-,"$44,129.57","$12,517.89","$14,090.35",04/01/2014,11,January,2015
Government,United States of America, Carretera , Medium ,"$2,039.67",$8.17,$38.15,"$22,031.90",$-,"$13,741.64","$26,637.70","$2,478.00",07/01/2013,10,May,2013
Enterprise,Canada, Montana , None ,"$2,935.88",$7.62,$15.56,"$33,203.81","$4,655.19","$11,875.51","$27,424.22","$19,322.27",08/01/2014,12,September,2014
Small Business,France, VTT , High ,$544.50,$2.52,$69.98,"$25,513.53",$-,"$35,497.76","$7,185.93","$5,463.93",07/01/2015,2,June,2013
Enterprise,Canada, VTT , Medium ,"$2,118.86",$2.48,$84.28,"$11,495.00",$-,"$19,984.57","$26,357.47","$22,756.72",10/01/2014,4,July,2014
Small Business,Canada, VTT , None ,"$1,318.24",$4.09,$55.92,"$19,728.87","$3,877.50","$47,893.41","$9,380.29","$7,489.99",07/01/2013,9,October,2014
Small Business,Mexico, Amarilla , Low ,"$1,081.32",$4.51,$82.93,"$22,855.12",$-,"$16,779.01","$7,262.15","$3,379.88",08/01/2013,8,April,2013
Small Business,France, VTT , Medium ,"$2,998.02",$9.65,$18.24,"$24,825.80","$2,653.50","$29,516.20","$14,210.50","$23,270.09",05/01/2013,12,December,2014
Enterprise,France, Amarilla , Low ,"$2,336.68",$8.93,$63.04,"$29,840.85",$438.23,"$27,186.99","$6,849.33","$22,807.86",09/01/2013,2,October,2014
Small Business,Germany, Paseo , High ,"$1,576.16",$1.55,$83.12,"$39,017.72","$3,589.60","$21,879.54","$24,143.60","$12,857.66",05/01/2013,1,February,2015
Enterprise,Canada, VTT , Medium ,$701.23,$9.18,$25.23,"$18,411.85","$4,980.10","$25,640.13","$7,692.49","$27,383.99",07/01/2013,4,May,2015
Enterprise,United States of America, Paseo , Low ,"$2,019.05",$7.49,$68.95,"$17,278.83",$-,"$38,859.07","$12,709.92","$12,461.61",07/01/2013,10,April,2015
Channel Partners,Mexico, Paseo , Low ,$999.46,$2.37,$82.05,"$22,919.88","$2,602.32","$18,321.65","$19,578.10","$27,625.06",11/01/2013,5,October,2014
Midmarket,United States of America, Amarilla , High ,"$1,178.72",$6.12,$81.64,"$11,114.44","$3,542.61","$19,044.37","$20,806.36","$23,039.47",04/01/2015,4,May,2013
Channel Partners,France, Velo , Medium ,$555.83,$1.49,$26.62,"$22,857.34","$2,437.77","$27,343.34","$27,766.97","$28,703.50",08/01/2013,11,September,2015
Government,Germany, Velo , High ,"$1,230.02",$4.22,$55.72,"$37,656.91",$-,"$52,592.45","$14,497.24","$23,972.26",02/01/2014,11,March,2013
Small Business,Germany, Velo , High ,"$1,445.83",$4.34,$98.03,"$25,952.48",$-,"$16,087.73","$6,635.31","$10,093.48",07/01/2015,3,July,2013
Government,Germany, VTT , High ,"$1,162.27",$7.10,$93.54,"$43,426.80",$-,"$13,071.96","$27,930.53","$27,918.50",11/01/2013,3,March,2015
Government,United States of America, Velo , High ,"$2,812.20",$9.53,$57.21,"$13,492.10","$4,368.77","$16,321.55","$28,977.59","$15,395.82",08/01/2015,6,May,2014
Channel Partners,Mexico, VTT , Medium ,$998.97,$2.80,$93.74,"$26,715.27",$-,"$19,927.15","$16,117.69","$17,980.45",07/01/2013,7,August,2015
Midmarket,France, Paseo , Low ,"$1,913.51",$8.74,$82.11,"$47,993.57",$-,"$44,599.18","$14,826.50","$14,790.73",10/01/2013,3,November,2015
Midmarket,Mexico, Carretera , High ,"$2,313.20",$5.25,$17.49,"$55,034.59",$791.89,"$58,237.70","$8,619.76","$20,476.74",12/01/2014,11,August,2015
Channel Partners,Mexico, Velo , High ,"$2,995.88",$2.37,$61.47,"$57,685.64","$2,387.94","$32,417.42","$24,630.21","$28,258.09",08/01/2014,3,May,2014
Government,Mexico, Paseo , High ,$620.42,$1.65,$36.13,"$13,290.42",$-,"$29,908.00","$8,977.95","$16,185.65",11/01/2015,6,November,2015
Channel Partners,France, Velo , None ,"$2,509.22",$8.47,$34.37,"$36,041.28","$3,285.04","$18,765.18","$7,698.94","$29,412.40",11/01/2015,10,September,2013
Channel Partners,Canada, VTT , Low ,"$1,372.01",$6.93,$46.40,"$33,163.47","$3,418.14","$27,899.22","$5,348.21","$10,917.29",02/01/2015,11,July,2015
Channel Partners,Canada, Carretera , Medium ,$864.61,$7.14,$73.83,"$47,858.42","$1,975.20","$58,218.11","$7,237.26","$22,413.22",07/01/2015,9,May,2013
Midmarket,France, Paseo , Low ,"$1,721.60",$4.37,$33.47,"$50,041.74","$1,847.29","$51,958.25","$14,641.41","$21,662.05",06/01/2013,7,April,2013
Midmarket,Canada, Montana , None ,"$2,803.03",$7.74,$89.74,"$40,214.92","$4,146.82","$57,469.07","$17,053.79","$14,519.18",03/01/2015,5,May,2013
Government,Germany, Amarilla , None ,$743.13,$1.16,$70.03,"$52,753.31","$1,657.91","$17,321.46","$14,416.74","$18,151.95",11/01/2013,9,February,2013
Midmarket,Mexico, Velo , High ,"$1,776.45",$5.52,$74.39,"$14,773.45","$4,163.07","$53,756.95","$29,663.39","$23,374.31",12/01/2013,3,January,2013
Enterprise,United States of America, Montana , Medium ,"$2,377.73",$1.04,$61.67,"$40,516.86","$4,339.36","$23,383.42","$7,928.46","$26,228.41",07/01/2013,5,February,2014
Government,United States of America, Montana , Low ,"$2,226.73",$8.23,$31.28,"$50,517.77",$-,"$11,485.53","$16,472.36","$11,541.75",03/01/2013,1,November,2013
Enterprise,Mexico, Amarilla , Low ,"$1,612.73",$3.92,$33.14,"$37,707.85","$2,218.58","$13,331.68","$19,803.60","$14,340.38",09/01/2015,4,January,2014
Midmarket,United States of America, Velo , Medium ,"$1,303.81",$4.43,$97.57,"$39,120.53","$4,016.40","$35,846.02","$6,418.03","$24,408.32",11/01/2013,8,November,2015
Small Business,Germany, Carretera , Medium ,$713.28,$3.18,$32.36,"$20,166.90","$3,268.83","$14,741.66","$8,465.78","$12,150.33",03/01/2014,11,August,2015
Midmarket,Mexico, Amarilla , Medium ,"$1,486.72",$1.86,$94.50,"$30,214.25",$-,"$20,868.44","$25,242.00","$27,982.74",02/01/2014,6,October,2013
Small Business,France, Amarilla , Medium ,"$2,172.37",$1.87,$51.62,"$24,710.70",$-,"$13,025.85","$17,457.78","$15,793.69",11/01/2015,5,May,2013
Midmarket,Canada, Montana , Low ,"$1,064.50",$5.63,$12.32,"$21,926.82","$2,517.14","$58,090.34","$7,157.77","$2,821.20",08/01/2015,5,September,2013
Midmarket,France, Carretera , Low ,$657.11,$4.08,$54.87,"$36,939.33",$-,"$55,709.46","$20,027.37","$2,767.57",09/01/2013,7,May,2013
Midmarket,United States of America, Velo , Medium ,$712.69,$3.90,$44.88,"$50,204.41",$-,"$28,548.03","$6,422.93","$27,913.26",10/01/2014,11,January,2014
Government,Canada, Montana , High ,"$1,986.72",$4.75,$31.85,"$47,822.00",$-,"$47,311.20","$28,515.49","$2,351.00",06/01/2013,12,March,2015
Government,France, VTT , Medium ,"$2,792.15",$5.53,$43.23,"$49,483.94",$-,"$51,513.73","$17,003.15","$28,656.40",06/01/2014,4,August,2015
Midmarket,Canada, Velo , Medium ,$856.28,$5.61,$58.27,"$14,567.41","$1,685.95","$27,607.51","$20,483.59","$9,260.73",10/01/2014,6,October,2014
Channel Partners,France, Carretera , Low ,$881.72,$8.85,$35.41,"$24,295.81","$1,960.64","$45,605.86","$29,720.12","$29,475.42",12/01/2013,9,August,2014
Channel Partners,Canada, Amarilla , Medium ,"$2,634.73",$8.62,$91.02,"$32,795.06",$-,"$38,896.22","$25,385.87","$23,432.67",09/01/2014,7,June,2013
Enterprise,France, Carretera , None ,$965.96,$4.03,$64.95,"$43,420.86",$-,"$29,062.13","$13,388.83","$12,917.14",10/01/2015,2,February,2013
Channel Partners,Mexico, Paseo , None ,$551.20,$7.94,$95.27,"$11,557.50","$4,048.86","$52,120.66","$11,546.72","$25,363.52",10/01/2013,2,September,2013
Channel Partners,Canada, VTT , None ,"$2,289.32",$5.48,$99.04,"$38,001.26","$4,574.99","$16,144.67","$17,702.89","$1,174.28",06/01/2014,3,January,2014
Midmarket,Mexico, Paseo , Medium ,"$1,852.10",$2.75,$71.39,"$59,254.86","$1,223.39","$36,490.11","$9,976.04","$27,285.42",10/01/2014,7,September,2014
Government,Mexico, VTT , High ,"$2,221.73",$1.49,$59.78,"$45,906.61",$-,"$11,394.37","$23,330.50","$21,415.96",05/01/2014,8,July,2013
Government,Germany, VTT , High ,"$1,704.94",$4.70,$60.18,"$10,583.92",$-,"$28,404.13","$26,334.69","$24,509.72",08/01/2014,3,May,2015
Government,Canada, Montana , None ,"$1,116.20",$4.45,$92.06,"$52,521.02",$-,"$36,837.19","$10,318.37","$4,333.78",07/01/2015,2,June,2014
Midmarket,France, Montana , Medium ,"$2,652.83",$2.01,$71.22,"$24,306.29","$3,964.72","$12,390.77","$22,328.63","$2,244.22",06/01/2015,8,September,2013
Enterprise,United States of America, VTT , Low ,"$2,327.16",$3.50,$52.32,"$49,084.16",$313.68,"$31,339.61","$14,317.36","$13,745.46",02/01/2013,9,July,2015
Small Business,Germany, VTT , Low ,"$1,823.11",$8.46,$47.15,"$50,848.28",$-,"$47,884.55","$18,705.50","$14,200.75",09/01/2013,10,March,2015
Enterprise,Germany, Montana , High ,$584.67,$8.74,$35.52,"$29,847.26",$-,"$27,132.16","$16,011.01","$7,459.58",07/01/2014,12,January,2015
Channel Partners,Mexico, VTT , Low ,"$1,899.44",$4.11,$37.81,"$15,388.22","$1,680.28","$14,512.32","$26,789.87","$14,625.70",08/01/2013,5,July,2013
Small Business,United States of America, Paseo , Medium ,$788.20,$5.84,$10.61,"$44,304.03","$2,817.08","$54,715.58","$8,788.66","$18,269.89",11/01/2015,4,February,2014
Channel Partners,Canada, Velo , High ,"$1,896.15",$2.05,$66.86,"$58,306.45","$3,542.37","$11,516.62","$20,176.52","$14,297.55",01/01/2013,3,September,2015
Midmarket,Germany, Paseo , None ,"$2,176.20",$8.99,$79.62,"$32,619.66","$4,191.38","$58,579.22","$29,495.92","$29,089.10",04/01/2014,5,August,2013
Small Business,Germany, VTT , None ,"$1,201.56",$6.78,$53.32,"$20,057.36","$4,131.61","$31,436.10","$10,092.46","$10,011.72",07/01/2015,6,September,2015
Enterprise,Mexico, Carretera , Medium ,"$1,029.18",$7.58,$38.48,"$28,346.88",$-,"$44,294.78","$19,335.86","$23,537.44",02/01/2014,6,February,2015
Midmarket,France, Amarilla , Medium ,"$1,021.78",$9.43,$38.75,"$52,045.72",$-,"$20,719.46","$18,469.72","$18,031.06",07/01/2015,8,June,2013
Channel Partners,United States of America, Montana , Medium ,"$1,690.49",$6.01,$46.46,"$40,379.67",$-,"$37,792.04","$6,783.34","$3,580.99",05/01/2013,4,May,2013
Channel Partners,France, Velo , Medium ,"$1,352.05",$6.77,$76.28,"$11,513.29","$2,734.06","$13,180.57","$9,524.67","$24,724.69",02/01/2015,4,June,2015
Government,Canada, Montana , None ,"$2,455.45",$6.67,$94.62,"$58,818.52","$1,647.08","$37,345.50","$25,998.49","$13,511.57",11/01/2013,6,December,2014
Enterprise,United States of America, Paseo , Medium ,"$1,385.62",$6.46,$64.34,"$21,764.65","$1,333.13","$53,662.59","$22,568.17","$16,596.05",07/01/2014,1,June,2013
Enterprise,Mexico, Carretera , High ,"$2,913.77",$9.41,$91.16,"$43,258.42",$-,"$12,325.03","$29,269.97","$2,728.14",03/01/2014,10,November,2013
Midmarket,United States of America, Montana , High ,"$1,148.03",$9.91,$82.74,"$29,642.12",$-,"$15,747.96","$25,730.59","$28,718.62",08/01/2014,5,February,2013
Channel Partners,Mexico, VTT , Low ,"$2,525.37",$9.29,$46.22,"$55,390.85",$-,"$53,662.37","$6,618.22","$19,447.41",07/01/2013,3,February,2013
Midmarket,Canada, Carretera , High ,$862.73,$2.75,$73.34,"$32,254.68",$-,"$55,313.94","$29,071.85","$1,996.58",05/01/2013,4,October,2013
Small Business,Germany, VTT , None ,"$2,491.14",$9.59,$73.13,"$32,796.37",$884.24,"$51,943.81","$5,090.17","$25,000.47",01/01/2015,8,September,2013
Midmarket,Germany, Montana , None ,"$2,747.77",$5.20,$95.55,"$10,277.14","$1,892.31","$47,381.83","$19,765.95","$6,537.60",08/01/2013,9,August,2014
Enterprise,Germany, Carretera , Medium ,"$1,076.33",$7.31,$44.52,"$59,002.91",$-,"$34,090.96","$17,120.24","$15,969.60",04/01/2013,5,July,2014
Midmarket,United States of America, Montana , Medium ,"$1,096.35",$1.40,$97.24,"$51,512.02","$4,579.61","$59,040.39","$17,583.53","$25,914.55",10/01/2015,10,November,2014
Enterprise,France, Velo , None ,"$2,395.76",$6.17,$39.59,"$28,130.10","$3,891.05","$32,605.46","$27,476.47","$25,989.38",06/01/2013,8,February,2015
Midmarket,Germany, Amarilla , High ,$645.05,$3.86,$28.64,"$48,803.34",$-,"$26,066.92","$8,106.67","$12,279.99",02/01/2015,7,October,2015
Midmarket,Canada, Velo , High ,"$1,401.19",$2.03,$63.01,"$56,639.24","$3,344.00","$59,338.58","$9,106.76","$10,420.72",11/01/2014,4,October,2015
Midmarket,France, VTT , Low ,$792.59,$3.33,$60.75,"$41,493.50",$-,"$53,990.20","$25,207.52","$19,072.43",11/01/2014,6,March,2015
Government,France, VTT , High ,"$2,838.44",$5.69,$47.93,"$56,890.73",$-,"$15,665.00","$26,579.44","$4,303.30",07/01/2013,6,October,2015
Government,Germany, VTT , High ,"$1,080.21",$8.77,$63.31,"$38,812.71","$2,082.82","$34,338.10","$15,994.43","$25,530.24",08/01/2014,11,March,2013
Enterprise,France, Carretera , Medium ,"$2,337.10",$1.70,$14.60,"$26,048.01",$-,"$34,501.27","$27,330.05","$22,139.73",08/01/2014,12,December,2015
Channel Partners,France, Paseo , None ,"$2,314.92",$7.02,$21.58,"$26,799.87","$2,024.59","$47,461.11","$27,661.71","$22,036.30",11/01/2014,8,October,2015
Small Business,United States of America, Amarilla , Low ,"$1,247.41",$6.89,$95.09,"$20,168.78","$1,066.76","$57,044.79","$12,619.10","$2,163.94",09/01/2013,1,February,2014
Small Business,France, Paseo , None ,"$2,320.94",$6.85,$12.59,"$42,122.76","$2,828.27","$58,456.94","$12,082.29","$13,506.59",12/01/2013,7,January,2013
Government,France, Montana , High ,$580.31,$2.17,$24.44,"$12,162.13",$-,"$59,896.82","$15,049.25","$19,121.55",10/01/2014,10,February,2013
Channel Partners,Germany, Paseo , High ,"$1,544.38",$9.85,$85.88,"$11,683.31",$110.09,"$54,513.30","$7,510.94","$20,710.58",08/01/2014,3,July,2015
Small Business,United States of America, Velo , Low ,"$1,994.44",$5.66,$65.26,"$48,351.66",$-,"$37,936.42","$27,305.95","$4,090.46",08/01/2014,8,December,2015
Channel Partners,France, Montana , Low ,$764.00,$9.33,$96.49,"$16,649.68","$4,093.48","$41,083.01","$21,708.01","$29,787.36",07/01/2013,1,September,2015
Midmarket,Mexico, Paseo , High ,"$2,107.33",$5.34,$56.04,"$23,455.91",$-,"$17,763.70","$8,806.80","$7,388.51",09/01/2014,11,March,2015
Government,Canada, Carretera , High ,"$1,427.43",$6.89,$74.71,"$11,202.89",$-,"$49,344.10","$22,270.82","$10,972.27",05/01/2014,4,August,2015
Channel Partners,Germany, Montana , High ,"$2,279.53",$4.93,$15.14,"$48,962.71",$-,"$22,686.86","$22,710.46","$5,947.80",04/01/2014,1,January,2015
Midmarket,Mexico, VTT , None ,"$2,471.21",$7.41,$12.95,"$44,508.52","$2,144.79","$44,228.95","$22,605.81","$15,247.95",01/01/2014,4,October,2014
Midmarket,France, Carretera , Medium ,"$2,368.05",$6.14,$88.49,"$28,885.48","$3,961.75","$50,761.68","$17,882.43","$10,535.44",06/01/2014,7,September,2015
Midmarket,France, Paseo , High ,$833.01,$2.92,$26.73,"$15,891.09",$-,"$40,643.25","$5,982.37","$8,997.58",07/01/2015,3,June,2015
Government,Germany, Paseo , Medium ,"$2,955.20",$4.78,$26.30,"$12,454.72",$-,"$32,979.62","$21,475.30","$17,742.45",11/01/2014,8,February,2013
Channel Partners,Germany, Amarilla , Medium ,$638.22,$7.24,$17.16,"$17,899.61",$-,"$28,713.71","$25,680.17","$29,352.77",01/01/2013,4,December,2015
Government,Canada, Velo , High ,"$2,478.95",$8.67,$92.81,"$39,623.25",$-,"$15,081.22","$8,971.67","$27,455.23",05/01/2014,8,February,2013
Government,Mexico, VTT , High ,"$2,483.33",$9.48,$25.39,"$29,572.82","$4,269.28","$46,597.66","$9,681.33","$2,860.71",10/01/2013,11,November,2013
Enterprise,France, Montana , Medium ,"$2,421.03",$3.19,$62.46,"$55,292.51",$-,"$17,466.33","$10,301.17","$3,630.68",10/01/2014,10,June,2015
Channel Partners,Canada, Velo , None ,"$1,382.34",$6.02,$12.59,"$55,523.06",$-,"$30,880.26","$21,367.38","$10,161.36",01/01/2014,4,March,2013
Enterprise,Mexico, VTT , Medium ,"$1,201.71",$1.39,$98.41,"$10,927.44",$-,"$43,995.20","$26,478.28","$9,584.48",12/01/2014,8,August,2013
